sn,project_name,street_name,type,postal_district,market_segment,tenure,number_of_units,total_price,area_sq,type_of_area,floor_level,ppsf,date_of_sale
2264,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,6371640,3218,Strata,01 to 05,1980,Dec-12
2265,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1020000,527,Strata,06 to 10,1934,Dec-12
2266,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1604900,1119,Strata,01 to 05,1434,Dec-12
2267,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1921550,1367,Strata,16 to 20,1406,Dec-12
2268,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1160000,700,Strata,01 to 05,1658,Dec-12
2269,DUET,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2700000,1744,Strata,01 to 05,1548,Dec-12
2270,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2605000,1593,Strata,06 to 10,1635,Dec-12
2271,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1691960,1206,Strata,06 to 10,1403,Dec-12
2272,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1633720,1216,Strata,06 to 10,1343,Dec-12
2273,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1891620,1356,Strata,06 to 10,1395,Dec-12
2274,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1792760,1216,Strata,06 to 10,1474,Dec-12
2275,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,8750000,2885,Strata,11 to 15,3033,Dec-12
2276,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,2910000,1668,Strata,01 to 05,1744,Dec-12
2277,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2752290,1981,Strata,16 to 20,1390,Dec-12
2278,CHARLESTON,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1580800,969,Strata,06 to 10,1632,Dec-12
2279,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1603560,1076,Strata,16 to 20,1490,Dec-12
2280,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1541310,1076,Strata,06 to 10,1432,Dec-12
2281,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1682970,1130,Strata,16 to 20,1489,Dec-12
2282,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,1175440,775,Strata,01 to 05,1517,Dec-12
2283,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1456830,1044,Strata,01 to 05,1395,Dec-12
2284,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1893960,1346,Strata,11 to 15,1408,Dec-12
2285,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2632580,1711,Strata,16 to 20,1538,Dec-12
2286,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1531700,1076,Strata,11 to 15,1423,Dec-12
2287,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,8300000,2874,Strata,16 to 20,2888,Dec-12
2288,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,3412,Strata,01 to 05,4068,Dec-12
2289,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1912950,1206,Strata,26 to 30,1587,Dec-12
2290,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,11567164,2680,Strata,01 to 05,4316,Dec-12
2291,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,11567164,3186,Strata,01 to 05,3630,Dec-12
2292,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,3412,Strata,01 to 05,4068,Dec-12
2293,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,9253731,2056,Strata,01 to 05,4501,Dec-12
2294,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,4209,Strata,01 to 05,3298,Dec-12
2295,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,11567164,2368,Strata,01 to 05,4885,Dec-12
2296,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1569510,1076,Strata,11 to 15,1458,Dec-12
2297,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1684010,1076,Strata,11 to 15,1564,Dec-12
2298,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1714270,1206,Strata,01 to 05,1422,Dec-12
2299,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1770860,1216,Strata,06 to 10,1456,Dec-12
2300,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,4219,Strata,01 to 05,3290,Dec-12
2301,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,11567164,2648,Strata,01 to 05,4368,Dec-12
2302,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,16194029,5436,Strata,01 to 05,2979,Dec-12
2303,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,4219,Strata,01 to 05,3290,Dec-12
2304,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2969660,2034,Strata,16 to 20,1460,Dec-12
2305,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,2430000,1475,Strata,06 to 10,1648,Dec-12
2306,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,4600000,2669,Strata,01 to 05,1723,Dec-12
2307,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2652860,1711,Strata,11 to 15,1550,Dec-12
2308,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1705920,1076,Strata,11 to 15,1585,Dec-12
2309,HAMPTON COURT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,1,13880597,3412,Strata,01 to 05,4068,Dec-12
2310,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1546020,1109,Strata,01 to 05,1394,Dec-12
2311,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1428030,1066,Strata,01 to 05,1340,Dec-12
2312,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1471740,1076,Strata,06 to 10,1367,Dec-12
2313,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1632600,1216,Strata,06 to 10,1342,Dec-12
2314,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1499810,1076,Strata,06 to 10,1393,Dec-12
2315,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1611450,1216,Strata,01 to 05,1325,Dec-12
2316,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5651802,2669,Strata,01 to 05,2117,Dec-12
2317,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2184810,1485,Strata,16 to 20,1471,Dec-12
2318,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,2896020,2034,Strata,16 to 20,1424,Dec-12
2319,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1447110,1076,Strata,01 to 05,1344,Dec-12
2320,ALLSWORTH PARK,HOLLAND ROAD,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2800000,1959,Strata,06 to 10,1429,Dec-12
2321,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1820940,1292,Strata,06 to 10,1410,Dec-12
2322,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2800000,1636,Strata,01 to 05,1711,Dec-12
2323,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1170000,840,Strata,01 to 05,1394,Dec-12
2324,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2153610,1518,Strata,16 to 20,1419,Dec-12
2325,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1693980,1216,Strata,11 to 15,1393,Dec-12
2326,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1906900,1356,Strata,11 to 15,1406,Dec-12
2327,NATHAN PLACE,NATHAN ROAD,Condominium,10,CCR,Freehold,1,2300000,1464,Strata,01 to 05,1571,Dec-12
2328,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2080000,1292,Strata,01 to 05,1610,Dec-12
2329,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,4080000,1991,Strata,01 to 05,2049,Dec-12
2330,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1673380,1206,Strata,01 to 05,1388,Dec-12
2331,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1875000,1012,Strata,16 to 20,1853,Dec-12
2332,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1750000,990,Strata,11 to 15,1767,Dec-12
2333,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1020000,538,Strata,11 to 15,1895,Dec-12
2334,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1759320,1076,Strata,21 to 25,1634,Dec-12
2335,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1520820,1076,Strata,11 to 15,1413,Dec-12
2336,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1539270,1076,Strata,01 to 05,1430,Dec-12
2337,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1475000,1087,Strata,01 to 05,1357,Dec-12
2338,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2226580,1475,Strata,16 to 20,1510,Dec-12
2339,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2220000,1033,Strata,01 to 05,2148,Dec-12
2340,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2422170,1550,Strata,21 to 25,1563,Dec-12
2341,CHARLESTON,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1380000,969,Strata,06 to 10,1425,Dec-12
2342,THE LEGACY,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2980000,2605,Strata,06 to 10,1144,Dec-12
2343,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1941030,1346,Strata,16 to 20,1443,Dec-12
2344,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3172840,2034,Strata,16 to 20,1560,Dec-12
2345,NATHAN PLACE,NATHAN ROAD,Condominium,10,CCR,Freehold,1,2420000,1819,Strata,01 to 05,1330,Dec-12
2346,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,2333333,1130,Strata,16 to 20,2064,Dec-12
2347,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2417940,1701,Strata,16 to 20,1422,Dec-12
2348,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1188910,743,Strata,06 to 10,1601,Dec-12
2349,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,6888888,2583,Strata,06 to 10,2667,Dec-12
2350,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1854050,1216,Strata,16 to 20,1524,Dec-12
2351,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1669120,1184,Strata,06 to 10,1410,Dec-12
2352,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1590570,1119,Strata,01 to 05,1421,Dec-12
2353,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,3460000,1841,Strata,06 to 10,1880,Dec-12
2354,WING ON LIFE GARDEN,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,5780000,3498,Strata,16 to 20,1652,Dec-12
2355,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1265000,743,Strata,06 to 10,1703,Dec-12
2356,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,6076278,2691,Strata,06 to 10,2258,Dec-12
2357,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1932300,1346,Strata,16 to 20,1436,Dec-12
2358,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1723200,1163,Strata,16 to 20,1482,Dec-12
2359,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1735300,1206,Strata,11 to 15,1439,Dec-12
2360,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1917090,1346,Strata,06 to 10,1425,Dec-12
2361,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2180000,1485,Strata,11 to 15,1468,Dec-12
2362,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,10000000,6168,Strata,11 to 15,1621,Dec-12
2363,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1500000,990,Strata,01 to 05,1515,Dec-12
2364,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1921510,1346,Strata,06 to 10,1428,Dec-12
2365,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1607420,1055,Strata,16 to 20,1524,Dec-12
2366,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1925830,1346,Strata,06 to 10,1431,Dec-12
2367,JERVOIS REGENCY,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1875000,1905,Strata,01 to 05,984,Dec-12
2368,CHARLESTON,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1830000,1206,Strata,06 to 10,1518,Dec-12
2369,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,3080000,1270,Strata,26 to 30,2425,Dec-12
2370,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1737420,1216,Strata,06 to 10,1428,Dec-12
2371,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1520420,1066,Strata,01 to 05,1427,Dec-12
2372,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1848330,1356,Strata,06 to 10,1363,Dec-12
2373,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2100000,1485,Strata,06 to 10,1414,Dec-12
2374,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1700620,1163,Strata,11 to 15,1463,Dec-12
2375,STEVENS SUITES,STEVENS CLOSE,Apartment,10,CCR,Freehold,1,2174000,1087,Strata,01 to 05,2000,Dec-12
2376,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1455570,1076,Strata,06 to 10,1352,Dec-12
2377,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1434780,1066,Strata,01 to 05,1346,Dec-12
2378,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,7065189,4349,Strata,01 to 05,1625,Dec-12
2379,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1792520,1292,Strata,06 to 10,1388,Dec-12
2380,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1741740,1195,Strata,16 to 20,1458,Dec-12
2381,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2357230,1604,Strata,16 to 20,1470,Dec-12
2382,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1696780,1152,Strata,11 to 15,1473,Dec-12
2383,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2510000,1615,Strata,06 to 10,1555,Dec-12
2384,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1524860,1033,Strata,16 to 20,1476,Dec-12
2385,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1713060,1206,Strata,06 to 10,1421,Dec-12
2386,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1482470,1066,Strata,01 to 05,1391,Dec-12
2387,THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3000000,1625,Strata,01 to 05,1846,Dec-12
2388,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1508700,1044,Strata,16 to 20,1445,Dec-12
2389,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1614140,1076,Strata,11 to 15,1500,Dec-12
2390,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1622250,1119,Strata,11 to 15,1449,Dec-12
2391,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1229850,635,Strata,21 to 25,1937,Dec-12
2392,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1665860,1076,Strata,11 to 15,1548,Dec-12
2393,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2124480,1496,Strata,16 to 20,1420,Dec-12
2394,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,9200000,2885,Strata,11 to 15,3189,Dec-12
2395,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1570390,1012,Strata,21 to 25,1552,Dec-12
2396,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3067550,1851,Strata,21 to 25,1657,Dec-12
2397,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1516410,1076,Strata,11 to 15,1409,Dec-12
2398,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1699010,1141,Strata,11 to 15,1489,Dec-12
2399,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2230000,1442,Strata,01 to 05,1546,Dec-12
2400,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1512000,1076,Strata,11 to 15,1405,Dec-12
2401,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1511370,1076,Strata,11 to 15,1404,Dec-12
2402,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1702620,1216,Strata,11 to 15,1400,Dec-12
2403,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1617210,1184,Strata,01 to 05,1366,Dec-12
2404,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1666840,1141,Strata,11 to 15,1461,Dec-12
2405,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2286630,1615,Strata,16 to 20,1416,Dec-12
2406,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1692430,1033,Strata,16 to 20,1638,Dec-12
2407,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1864190,1216,Strata,16 to 20,1533,Dec-12
2408,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1690680,1195,Strata,06 to 10,1415,Dec-12
2409,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,8345000,2928,Strata,06 to 10,2850,Dec-12
2410,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3845565,2110,Strata,06 to 10,1823,Dec-12
2411,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1500240,1066,Strata,06 to 10,1408,Dec-12
2412,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1644960,1184,Strata,01 to 05,1389,Dec-12
2413,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,1,2210000,1561,Strata,01 to 05,1416,Dec-12
2414,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2125900,1421,Strata,16 to 20,1496,Dec-12
2415,THE HERMITAGE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,2450000,2067,Strata,06 to 10,1185,Dec-12
2416,SYLVAN LODGE,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,1180000,797,Strata,01 to 05,1481,Dec-12
2417,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2627520,1905,Strata,06 to 10,1379,Dec-12
2418,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1950000,1216,Strata,16 to 20,1603,Dec-12
2419,CHARMING GARDEN,KING'S ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,2600000,1808,Strata,01 to 05,1438,Dec-12
2420,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,7353720,3714,Strata,01 to 05,1980,Dec-12
2421,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2828340,2013,Strata,11 to 15,1405,Dec-12
2422,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2950000,1948,Strata,06 to 10,1514,Dec-12
2423,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2150000,1475,Strata,16 to 20,1458,Dec-12
2424,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2213060,1539,Strata,16 to 20,1438,Dec-12
2425,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,7054713,4123,Strata,01 to 05,1711,Dec-12
2426,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,5600000,2282,Strata,01 to 05,2454,Nov-12
2427,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1777050,1313,Strata,06 to 10,1353,Nov-12
2428,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1230000,818,Strata,06 to 10,1504,Nov-12
2429,MADISON RESIDENCES,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2850000,1464,Strata,06 to 10,1947,Nov-12
2430,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2660000,1701,Strata,11 to 15,1564,Nov-12
2431,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2100800,1313,Strata,01 to 05,1600,Nov-12
2432,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1745190,1184,Strata,16 to 20,1474,Nov-12
2433,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2180000,1485,Strata,11 to 15,1468,Nov-12
2434,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1555910,1076,Strata,16 to 20,1445,Nov-12
2435,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,988000,527,Strata,06 to 10,1873,Nov-12
2436,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,3200000,1981,Strata,11 to 15,1616,Nov-12
2437,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,2500000,1668,Strata,01 to 05,1498,Nov-12
2438,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1503720,1066,Strata,01 to 05,1411,Nov-12
2439,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2412420,1582,Strata,16 to 20,1525,Nov-12
2440,CORONATION ARCADE,CORONATION ROAD,Apartment,10,CCR,Freehold,1,1620000,1281,Strata,01 to 05,1265,Nov-12
2441,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4563171,2131,Strata,06 to 10,2141,Nov-12
2442,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1795170,1216,Strata,16 to 20,1476,Nov-12
2443,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1586580,1076,Strata,16 to 20,1474,Nov-12
2444,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1549000,1055,Strata,16 to 20,1468,Nov-12
2445,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1504270,1023,Strata,01 to 05,1471,Nov-12
2446,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,2859450,1733,Strata,01 to 05,1650,Nov-12
2447,THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,1850000,990,Strata,01 to 05,1868,Nov-12
2448,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1709910,1195,Strata,01 to 05,1431,Nov-12
2449,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,7076520,3574,Strata,01 to 05,1980,Nov-12
2450,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1467360,1076,Strata,06 to 10,1363,Nov-12
