sn,project_name,street_name,type,postal_district,market_segment,tenure,number_of_units,total_price,area_sq,type_of_area,floor_level,ppsf,date_of_sale
2079,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1770840,1216,Strata,16 to 20,1456,Jan-13
2080,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1775320,1216,Strata,11 to 15,1460,Jan-13
2081,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2011500,1496,Strata,06 to 10,1344,Jan-13
2082,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2185970,1475,Strata,06 to 10,1482,Jan-13
2083,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1518550,1076,Strata,06 to 10,1411,Jan-13
2084,LEEDON 2,LEEDON ROAD,Condominium,10,CCR,Freehold,1,1260000,764,Strata,06 to 10,1649,Jan-13
2085,MADISON RESIDENCES,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,3330000,1776,Strata,01 to 05,1875,Jan-13
2086,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2564040,1722,Strata,11 to 15,1489,Jan-13
2087,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1826130,1119,Strata,16 to 20,1631,Jan-13
2088,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1229850,635,Strata,21 to 25,1937,Jan-13
2089,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1877400,1356,Strata,11 to 15,1384,Jan-13
2090,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2617520,1711,Strata,06 to 10,1529,Jan-13
2091,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1843560,1356,Strata,06 to 10,1359,Jan-13
2092,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1946700,743,Strata,06 to 10,2621,Jan-13
2093,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2152260,1475,Strata,11 to 15,1459,Jan-13
2094,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1998510,1356,Strata,11 to 15,1474,Jan-13
2095,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1410000,883,Strata,06 to 10,1597,Jan-13
2096,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1843870,1206,Strata,11 to 15,1529,Jan-13
2097,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2253440,1615,Strata,16 to 20,1396,Jan-13
2098,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1200140,635,Strata,21 to 25,1890,Jan-13
2099,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1837400,1076,Strata,26 to 30,1707,Jan-13
2100,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1732500,1216,Strata,11 to 15,1424,Jan-13
2101,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1784060,1216,Strata,11 to 15,1467,Jan-13
2102,HOLLAND PEAK,HOLLAND HILL,Condominium,10,CCR,Freehold,1,1300000,1012,Strata,01 to 05,1285,Jan-13
2103,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2083770,1496,Strata,16 to 20,1393,Jan-13
2104,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1486170,1033,Strata,01 to 05,1438,Jan-13
2105,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1739530,1206,Strata,11 to 15,1443,Jan-13
2106,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1712430,1076,Strata,21 to 25,1591,Jan-13
2107,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1827720,1356,Strata,06 to 10,1348,Jan-13
2108,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,1,2830000,1496,Strata,01 to 05,1891,Jan-13
2109,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1557920,1066,Strata,01 to 05,1462,Jan-13
2110,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1681940,1130,Strata,11 to 15,1488,Jan-13
2111,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2562740,1722,Strata,16 to 20,1488,Jan-13
2112,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1871280,1346,Strata,06 to 10,1391,Jan-13
2113,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2544900,1722,Strata,16 to 20,1478,Jan-13
2114,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,1,8300000,6512,Strata,21 to 25,1275,Jan-13
2115,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1256590,635,Strata,21 to 25,1979,Jan-13
2116,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1565740,1076,Strata,01 to 05,1455,Jan-13
2117,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1765880,1119,Strata,11 to 15,1577,Jan-13
2118,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2520000,2002,Strata,11 to 15,1259,Jan-13
2119,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3150000,1894,Strata,06 to 10,1663,Jan-13
2120,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,6328377,2669,Strata,01 to 05,2371,Jan-13
2121,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2391570,1733,Strata,16 to 20,1380,Jan-13
2122,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1118000,592,Strata,01 to 05,1888,Jan-13
2123,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,1,1202800,689,Strata,01 to 05,1746,Jan-13
2124,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1799250,1216,Strata,16 to 20,1479,Jan-13
2125,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1982660,1367,Strata,11 to 15,1450,Jan-13
2126,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1844010,1356,Strata,06 to 10,1360,Jan-13
2127,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2390000,1195,Strata,01 to 05,2000,Jan-13
2128,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1791070,1184,Strata,16 to 20,1513,Jan-13
2129,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1990630,1346,Strata,11 to 15,1479,Jan-13
2130,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2500000,2002,Strata,06 to 10,1249,Jan-13
2131,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1720120,1216,Strata,01 to 05,1414,Jan-13
2132,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2092410,1496,Strata,16 to 20,1398,Jan-13
2133,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,850000,431,Strata,01 to 05,1974,Jan-13
2134,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1936200,1346,Strata,16 to 20,1439,Jan-13
2135,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1116000,678,Strata,01 to 05,1646,Jan-13
2136,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1778130,1313,Strata,06 to 10,1354,Jan-13
2137,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,8600000,2874,Strata,21 to 25,2992,Jan-13
2138,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1665630,1206,Strata,11 to 15,1382,Jan-13
2139,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1441710,1066,Strata,01 to 05,1353,Jan-13
2140,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1575000,646,Strata,01 to 05,2439,Jan-13
2141,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1660700,1216,Strata,01 to 05,1365,Jan-13
2142,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3730000,1841,Strata,11 to 15,2026,Jan-13
2143,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1689250,1227,Strata,06 to 10,1377,Jan-13
2144,DUET,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2620000,1744,Strata,06 to 10,1502,Jan-13
2145,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,882000,441,Strata,01 to 05,1999,Jan-13
2146,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,2493288,1044,Strata,06 to 10,2388,Jan-13
2147,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,4500000,2756,Strata,01 to 05,1633,Jan-13
2148,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1743950,1206,Strata,11 to 15,1447,Jan-13
2149,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1929880,1432,Strata,01 to 05,1348,Jan-13
2150,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1750300,1216,Strata,06 to 10,1439,Jan-13
2151,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1822000,1335,Strata,06 to 10,1365,Jan-13
2152,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1692780,1184,Strata,06 to 10,1430,Jan-13
2153,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1806610,1216,Strata,16 to 20,1485,Jan-13
2154,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1807710,1216,Strata,16 to 20,1486,Jan-13
2155,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1859940,1356,Strata,06 to 10,1371,Jan-13
2156,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1917180,1346,Strata,11 to 15,1425,Jan-13
2157,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,1280000,657,Strata,06 to 10,1949,Jan-13
2158,ARDMORE 3,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5709600,1776,Strata,06 to 10,3215,Jan-13
2159,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1879920,1356,Strata,06 to 10,1386,Jan-13
2160,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2482750,1658,Strata,16 to 20,1498,Jan-13
2161,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1513210,1066,Strata,01 to 05,1420,Jan-13
2162,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1741280,1195,Strata,16 to 20,1457,Jan-13
2163,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1529310,1055,Strata,16 to 20,1450,Jan-13
2164,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1766670,1216,Strata,11 to 15,1452,Jan-13
2165,OLINA LODGE,HOLLAND HILL,Condominium,10,CCR,Freehold,1,1825000,1539,Strata,01 to 05,1186,Jan-13
2166,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,2800000,1485,Strata,01 to 05,1885,Jan-13
2167,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2871270,2024,Strata,16 to 20,1419,Jan-13
2168,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2526150,1722,Strata,11 to 15,1467,Jan-13
2169,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1910470,1356,Strata,11 to 15,1409,Jan-13
2170,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,3804500,2174,Strata,01 to 05,1750,Jan-13
2171,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1928100,743,Strata,06 to 10,2596,Jan-13
2172,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1370000,786,Strata,06 to 10,1744,Jan-13
2173,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,2002400,743,Strata,11 to 15,2696,Jan-13
2174,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,2148200,936,Strata,01 to 05,2294,Jan-13
2175,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1511100,657,Strata,01 to 05,2301,Jan-13
2176,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1685250,1216,Strata,11 to 15,1386,Jan-13
2177,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1795740,1216,Strata,16 to 20,1476,Jan-13
2178,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1497760,1076,Strata,06 to 10,1391,Jan-13
2179,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1913300,743,Strata,06 to 10,2576,Jan-13
2180,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2381690,1485,Strata,21 to 25,1603,Jan-13
2181,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1510080,1076,Strata,06 to 10,1403,Jan-13
2182,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1428030,1066,Strata,01 to 05,1340,Jan-13
2183,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1482480,1066,Strata,06 to 10,1391,Jan-13
2184,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1551480,1076,Strata,11 to 15,1441,Jan-13
2185,DLV.,DALVEY ROAD,Apartment,10,CCR,Freehold,1,2300000,1410,Strata,01 to 05,1631,Jan-13
2186,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1878510,1410,Strata,01 to 05,1332,Jan-13
2187,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,3009900,1442,Strata,11 to 15,2087,Jan-13
2188,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,1,2300000,1109,Strata,01 to 05,2075,Jan-13
2189,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1606220,1076,Strata,16 to 20,1492,Jan-13
2190,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2243310,1475,Strata,11 to 15,1521,Jan-13
2191,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1858210,1346,Strata,06 to 10,1381,Jan-13
2192,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1719900,1216,Strata,16 to 20,1414,Jan-13
2193,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2237870,1615,Strata,16 to 20,1386,Jan-13
2194,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1918710,1356,Strata,11 to 15,1415,Jan-13
2195,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1915450,1356,Strata,16 to 20,1412,Jan-13
2196,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1706230,1227,Strata,01 to 05,1390,Jan-13
2197,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1959700,764,Strata,06 to 10,2564,Jan-13
2198,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1896900,743,Strata,01 to 05,2554,Jan-13
2199,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1621500,646,Strata,11 to 15,2511,Jan-13
2200,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1501340,1055,Strata,01 to 05,1423,Jan-13
2201,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1916280,1356,Strata,06 to 10,1413,Jan-13
2202,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1464210,1055,Strata,01 to 05,1388,Jan-13
2203,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1456920,1055,Strata,01 to 05,1381,Jan-13
2204,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2266750,1475,Strata,11 to 15,1537,Jan-13
2205,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1160000,753,Strata,01 to 05,1540,Jan-13
2206,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1983900,743,Strata,06 to 10,2671,Dec-12
2207,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1966400,1346,Strata,16 to 20,1461,Dec-12
2208,JERVOIS LODGE,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,1742800,1238,Strata,01 to 05,1408,Dec-12
2209,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5750000,2024,Strata,16 to 20,2841,Dec-12
2210,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1827510,1076,Strata,21 to 25,1698,Dec-12
2211,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1478070,1066,Strata,01 to 05,1387,Dec-12
2212,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4037625,2131,Strata,06 to 10,1894,Dec-12
2213,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1780000,1367,Strata,01 to 05,1302,Dec-12
2214,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,6478560,3272,Strata,01 to 05,1980,Dec-12
2215,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1711350,1216,Strata,16 to 20,1407,Dec-12
2216,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,3120000,1324,Strata,11 to 15,2357,Dec-12
2217,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1934910,1367,Strata,16 to 20,1415,Dec-12
2218,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2490000,2077,Strata,01 to 05,1199,Dec-12
2219,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3450000,2153,Strata,01 to 05,1603,Dec-12
2220,GOODWOOD GARDENS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1920000,1076,Strata,01 to 05,1784,Dec-12
2221,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1677240,1227,Strata,01 to 05,1367,Dec-12
2222,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2501910,1711,Strata,06 to 10,1462,Dec-12
2223,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1756210,1216,Strata,06 to 10,1444,Dec-12
2224,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1674270,1206,Strata,11 to 15,1389,Dec-12
2225,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1751840,1216,Strata,01 to 05,1440,Dec-12
2226,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1943550,1367,Strata,16 to 20,1422,Dec-12
2227,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2139210,1475,Strata,11 to 15,1451,Dec-12
2228,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2550000,1744,Strata,01 to 05,1462,Dec-12
2229,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2265960,1475,Strata,16 to 20,1537,Dec-12
2230,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1630190,1076,Strata,16 to 20,1514,Dec-12
2231,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1593010,1076,Strata,11 to 15,1480,Dec-12
2232,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1700740,1216,Strata,06 to 10,1398,Dec-12
2233,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1912030,1216,Strata,16 to 20,1572,Dec-12
2234,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,7580000,2669,Strata,06 to 10,2840,Dec-12
2235,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,1850000,1389,Strata,06 to 10,1332,Dec-12
2236,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,1,1300000,1033,Strata,06 to 10,1258,Dec-12
2237,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,1,3850000,2207,Strata,11 to 15,1745,Dec-12
2238,GISBORNE LIGHT,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1580000,1249,Strata,06 to 10,1265,Dec-12
2239,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1823440,1216,Strata,16 to 20,1499,Dec-12
2240,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,1,7180000,2896,Strata,06 to 10,2480,Dec-12
2241,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1721970,1076,Strata,21 to 25,1600,Dec-12
2242,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3966912,2131,Strata,06 to 10,1861,Dec-12
2243,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1607130,1216,Strata,01 to 05,1321,Dec-12
2244,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2596680,1905,Strata,06 to 10,1363,Dec-12
2245,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1848980,1130,Strata,21 to 25,1636,Dec-12
2246,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2241760,1475,Strata,16 to 20,1520,Dec-12
2247,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,1,3250000,1442,Strata,06 to 10,2253,Dec-12
2248,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2590620,1722,Strata,16 to 20,1504,Dec-12
2249,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1847880,1356,Strata,06 to 10,1362,Dec-12
2250,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2293750,1475,Strata,16 to 20,1555,Dec-12
2251,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1660040,1216,Strata,06 to 10,1365,Dec-12
2252,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3835962,2131,Strata,06 to 10,1800,Dec-12
2253,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1670760,1216,Strata,01 to 05,1374,Dec-12
2254,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1611160,1076,Strata,16 to 20,1497,Dec-12
2255,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1902960,1356,Strata,16 to 20,1403,Dec-12
2256,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1943220,1346,Strata,11 to 15,1444,Dec-12
2257,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,2010000,1259,Strata,01 to 05,1596,Dec-12
2258,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,2,2914380,2153,Strata,06 to 10,1354,Dec-12
2259,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,6449724,2669,Strata,06 to 10,2416,Dec-12
2260,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1494360,1076,Strata,11 to 15,1388,Dec-12
2261,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2740860,1593,Strata,31 to 35,1720,Dec-12
2262,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2198660,1475,Strata,06 to 10,1491,Dec-12
2263,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,6984000,4349,Strata,01 to 05,1606,Dec-12
